molecule_chembl_id,chemical_name,drug_name,chembl_id,disease_name,evidence,pubmed,drug_clean,disease_clean
D008615,Mephenesin,,,Tremor,therapeutic,3929313,,tremor
D008616,Mephentermine,,,Apnea,therapeutic,16953949,,apnea
D008616,Mephentermine,,,Bradycardia,therapeutic,16953949,,bradycardia
D008616,Mephentermine,,,Hypotension,therapeutic,17892610,,hypotension
D008616,Mephentermine,,,Seizures,therapeutic,444350,,seizures
D008617,Mephenytoin,MEPHENYTOIN,CHEMBL861,Epilepsy,therapeutic,1001284,mephenytoin,epilepsy
D008618,Mephobarbital,MEPHOBARBITAL,CHEMBL45029,Epilepsy,therapeutic,3978571,mephobarbital,epilepsy
D008618,Mephobarbital,,,"Seizures, Febrile",therapeutic,4987393,,seizures febrile
C050699,mepirodipine,,,Hypertension,therapeutic,9493701,,hypertension
C006242,mepitiostane,,,Anemia,therapeutic,2474097,,anemia
D008619,Mepivacaine,,,Dupuytren Contracture,therapeutic,9698967,,dupuytren contracture
D008619,Mepivacaine,,,Hyperemia,therapeutic,9690594,,hyperemia
D008619,Mepivacaine,MEPIVACAINE,CHEMBL1087,Labor Pain,therapeutic,20617597,mepivacaine,labor pain
D008619,Mepivacaine,,,Neurogenic Inflammation,therapeutic,9690594,,neurogenic inflammation
D008619,Mepivacaine,MEPIVACAINE,CHEMBL1087,Pain,therapeutic,16897249,mepivacaine,pain
D008619,Mepivacaine,,,Paralysis,therapeutic,843977,,paralysis
D008619,Mepivacaine,,,Paresis,therapeutic,843977,,paresis
D008619,Mepivacaine,,,Skin Diseases,therapeutic,9155831,,skin diseases
C110661,MEP regimen,,,Urinary Bladder Neoplasms,therapeutic,7682030,,urinary bladder neoplasms
D008620,Meprobamate,,,Alcohol Withdrawal Delirium,therapeutic,12809069,,alcohol withdrawal delirium
D008620,Meprobamate,,,"Colonic Diseases, Functional",therapeutic,3489028,,colonic diseases functional
D008620,Meprobamate,,,Dysarthria,therapeutic,622433,,dysarthria
D008620,Meprobamate,,,Dyskinesias,therapeutic,2978064,,dyskinesias
D008620,Meprobamate,,,Paralysis,therapeutic,14190466,,paralysis
D008620,Meprobamate,,,Psychotic Disorders,therapeutic,5092569,,psychotic disorders
D008620,Meprobamate,,,Seizures,therapeutic,1803,,seizures
D008621,Meptazinol,MEPTAZINOL,CHEMBL314437,"Pain, Postoperative",therapeutic,6402201,meptazinol,pain postoperative
D008621,Meptazinol,,,"Shock, Hemorrhagic",therapeutic,4052729,,shock hemorrhagic
C545385,Mequindox,,,Bacterial Infections,therapeutic,21146578,,bacterial infections
C006069,mequitazine,MEQUITAZINE,CHEMBL73451,Hypersensitivity,therapeutic,1959,mequitazine,hypersensitivity
C006069,mequitazine,,,"Rhinitis, Allergic, Perennial",therapeutic,2476015,,rhinitis allergic perennial
C001700,meradine,,,Kidney Diseases,therapeutic,5378165,,kidney diseases
C508408,meranzin hydrate,,,Depressive Disorder,therapeutic,31614129,,depressive disorder
C045459,merbarone,,,"Carcinoma, Non-Small-Cell Lung",therapeutic,8094467,,carcinoma non small cell lung
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,"Colitis, Ulcerative",therapeutic,14505127,mercaptopurine,colitis ulcerative
D015122,Mercaptopurine,,,COVID-19,therapeutic,32194980,,covid 19
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,Crohn Disease,therapeutic,14505127,mercaptopurine,crohn disease
D015122,Mercaptopurine,,,Heart Diseases,therapeutic,2727390,,heart diseases
D015122,Mercaptopurine,,,"Hepatitis, Autoimmune",therapeutic,8536867,,hepatitis autoimmune
D015122,Mercaptopurine,,,"Hepatitis, Chronic",therapeutic,7433331,,hepatitis chronic
D015122,Mercaptopurine,,,Inflammatory Bowel Diseases,therapeutic,18662289,,inflammatory bowel diseases
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,Leukemia,therapeutic,22688000,mercaptopurine,leukemia
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,"Leukemia, Lymphoid",therapeutic,20124218,mercaptopurine,leukemia lymphoid
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,"Leukemia, Myeloid",therapeutic,5767018,mercaptopurine,leukemia myeloid
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,"Leukemia, Myeloid, Acute",therapeutic,1058041,mercaptopurine,leukemia myeloid acute
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,"Leukemia, Myelomonocytic, Chronic",therapeutic,10644815,mercaptopurine,leukemia myelomonocytic chronic
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,"Leukemia, Promyelocytic, Acute",therapeutic,9001434,mercaptopurine,leukemia promyelocytic acute
D015122,Mercaptopurine,,,Leukoencephalopathies,therapeutic,15794179,,leukoencephalopathies
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,therapeutic,18176182,mercaptopurine,precursor b cell lymphoblastic leukemia lymphoma
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,Precursor Cell Lymphoblastic Leukemia-Lymphoma,therapeutic,10914056,mercaptopurine,precursor cell lymphoblastic leukemia lymphoma
D015122,Mercaptopurine,MERCAPTOPURINE,CHEMBL1200751,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,therapeutic,20167372,mercaptopurine,precursor t cell lymphoblastic leukemia lymphoma
D015122,Mercaptopurine,,,Seizures,therapeutic,15794179,,seizures
D015122,Mercaptopurine,,,"Sinus Thrombosis, Intracranial",therapeutic,4056835,,sinus thrombosis intracranial
D008627,Mercuric Chloride,,,Acute Kidney Injury,therapeutic,1474766,,acute kidney injury
D008627,Mercuric Chloride,,,Constipation,therapeutic,25766885,,constipation
D008627,Mercuric Chloride,,,"Edema, Cardiac",therapeutic,22865611,,edema cardiac
D008628,Mercury,,,"Diabetes Mellitus, Type 1",therapeutic,11529910,,diabetes mellitus type 1
D000077731,Meropenem,MEROPENEM,CHEMBL127,Cross Infection,therapeutic,15221158,meropenem,cross infection
D000077731,Meropenem,MEROPENEM,CHEMBL127,Escherichia coli Infections,therapeutic,20805395,meropenem,escherichia coli infections
D000077731,Meropenem,MEROPENEM,CHEMBL127,Gram-Positive Bacterial Infections,therapeutic,16584310,meropenem,gram positive bacterial infections
D000077731,Meropenem,MEROPENEM,CHEMBL127,Meningitis,therapeutic,10381210,meropenem,meningitis
D000077731,Meropenem,MEROPENEM,CHEMBL127,"Meningitis, Bacterial",therapeutic,7625802,meropenem,meningitis bacterial
D000077731,Meropenem,MEROPENEM,CHEMBL127,Nocardia Infections,therapeutic,18498026,meropenem,nocardia infections
D000077731,Meropenem,MEROPENEM,CHEMBL127,Pneumonia,therapeutic,15221158,meropenem,pneumonia
D000077731,Meropenem,MEROPENEM,CHEMBL127,"Shock, Septic",therapeutic,15518130,meropenem,shock septic
D000077731,Meropenem,MEROPENEM,CHEMBL127,Staphylococcal Infections,therapeutic,20160048,meropenem,staphylococcal infections
C019470,mesaconitine,,,Edema,therapeutic,33171190,,edema
C019470,mesaconitine,,,Pain,therapeutic,33171190,,pain
D019804,Mesalamine,,,Bacterial Infections,therapeutic,12669766,,bacterial infections
D019804,Mesalamine,,,Celiac Disease,therapeutic,20871406,,celiac disease
D019804,Mesalamine,,,Chemical and Drug Induced Liver Injury,therapeutic,29738702,,chemical and drug induced liver injury
D019804,Mesalamine,MESALAMINE,CHEMBL704,Colitis,therapeutic,25729217,mesalamine,colitis
D019804,Mesalamine,MESALAMINE,CHEMBL704,Colitis-Associated Neoplasms,therapeutic,39547268,mesalamine,colitis associated neoplasms
D019804,Mesalamine,MESALAMINE,CHEMBL704,"Colitis, Ulcerative",therapeutic,10213581,mesalamine,colitis ulcerative
D019804,Mesalamine,,,Colonic Neoplasms,therapeutic,1358165,,colonic neoplasms
D019804,Mesalamine,MESALAMINE,CHEMBL704,Colorectal Neoplasms,therapeutic,21115095,mesalamine,colorectal neoplasms
D019804,Mesalamine,,,Constipation,therapeutic,20178728,,constipation
D019804,Mesalamine,MESALAMINE,CHEMBL704,Crohn Disease,therapeutic,10189017,mesalamine,crohn disease
D019804,Mesalamine,,,Diarrhea,therapeutic,35122774,,diarrhea
D019804,Mesalamine,,,Edema,therapeutic,24637189,,edema
D019804,Mesalamine,,,Fibrosis,therapeutic,11205659,,fibrosis
D019804,Mesalamine,,,Hemorrhage,therapeutic,25729217,,hemorrhage
D019804,Mesalamine,,,Hyperemia,therapeutic,33412153,,hyperemia
D019804,Mesalamine,,,Inflammation,therapeutic,12924643,,inflammation
D019804,Mesalamine,MESALAMINE,CHEMBL704,Inflammatory Bowel Diseases,therapeutic,1358165,mesalamine,inflammatory bowel diseases
D019804,Mesalamine,,,Intestinal Diseases,therapeutic,16454598,,intestinal diseases
D019804,Mesalamine,,,Liver Cirrhosis,therapeutic,29738702,,liver cirrhosis
D019804,Mesalamine,,,"Nephritis, Interstitial",therapeutic,20178728,,nephritis interstitial
D019804,Mesalamine,MESALAMINE,CHEMBL704,Proctocolitis,therapeutic,19212915,mesalamine,proctocolitis
D019804,Mesalamine,,,"Renal Insufficiency, Chronic",therapeutic,11205659,,renal insufficiency chronic
D019804,Mesalamine,MESALAMINE,CHEMBL704,Ulcer,therapeutic,24637189,mesalamine,ulcer
D019804,Mesalamine,,,Weight Loss,therapeutic,25079872,,weight loss
D015080,Mesna,MESNA,CHEMBL975,Breast Neoplasms,therapeutic,1586628,mesna,breast neoplasms
D015080,Mesna,MESNA,CHEMBL975,Burkitt Lymphoma,therapeutic,18782177,mesna,burkitt lymphoma
D015080,Mesna,,,"Carcinoma, Non-Small-Cell Lung",therapeutic,1333266,,carcinoma non small cell lung
D015080,Mesna,,,"Carcinoma, Squamous Cell",therapeutic,3089596,,carcinoma squamous cell
D015080,Mesna,,,"Carcinoma, Transitional Cell",therapeutic,12425514,,carcinoma transitional cell
D015080,Mesna,,,Chemical and Drug Induced Liver Injury,therapeutic,23220588,,chemical and drug induced liver injury
D015080,Mesna,,,Cystitis,therapeutic,10510257,,cystitis
D015080,Mesna,,,Edema,therapeutic,10332487,,edema
D015080,Mesna,MESNA,CHEMBL975,Endometrial Neoplasms,therapeutic,2857462,mesna,endometrial neoplasms
D015080,Mesna,,,Granulomatosis with Polyangiitis,therapeutic,1353574,,granulomatosis with polyangiitis
D015080,Mesna,,,Hematuria,therapeutic,11450158,,hematuria
D015080,Mesna,,,Hemorrhage,therapeutic,12401901,,hemorrhage
D015080,Mesna,,,Inflammation,therapeutic,6433044,,inflammation
D015080,Mesna,,,Kidney Diseases,therapeutic,6816479,,kidney diseases
D015080,Mesna,MESNA,CHEMBL975,Leiomyosarcoma,therapeutic,15878560,mesna,leiomyosarcoma
D015080,Mesna,,,Leukopenia,therapeutic,1392448,,leukopenia
D015080,Mesna,MESNA,CHEMBL975,Lung Neoplasms,therapeutic,2880199,mesna,lung neoplasms
D015080,Mesna,MESNA,CHEMBL975,"Lymphoma, Non-Hodgkin",therapeutic,11486401,mesna,lymphoma non hodgkin
D015080,Mesna,MESNA,CHEMBL975,Neoplasms,therapeutic,3090210,mesna,neoplasms
D015080,Mesna,MESNA,CHEMBL975,Neuroblastoma,therapeutic,3819813,mesna,neuroblastoma
D015080,Mesna,,,"Neuroectodermal Tumors, Primitive, Peripheral",therapeutic,14529689,,neuroectodermal tumors primitive peripheral
D015080,Mesna,MESNA,CHEMBL975,Ovarian Neoplasms,therapeutic,2861351,mesna,ovarian neoplasms
D015080,Mesna,,,Pain,therapeutic,3108189,,pain
D015080,Mesna,MESNA,CHEMBL975,Rhabdomyosarcoma,therapeutic,3114437,mesna,rhabdomyosarcoma
D015080,Mesna,MESNA,CHEMBL975,Sarcoma,therapeutic,2858016,mesna,sarcoma
D015080,Mesna,MESNA,CHEMBL975,"Sarcoma, Ewing",therapeutic,3690810,mesna,sarcoma ewing
D015080,Mesna,,,Small Cell Lung Carcinoma,therapeutic,2858016,,small cell lung carcinoma
D015080,Mesna,MESNA,CHEMBL975,Soft Tissue Neoplasms,therapeutic,3102088,mesna,soft tissue neoplasms
D015080,Mesna,,,Urinary Bladder Diseases,therapeutic,19696094,,urinary bladder diseases
D015080,Mesna,MESNA,CHEMBL975,Urinary Bladder Neoplasms,therapeutic,12425514,mesna,urinary bladder neoplasms
D015080,Mesna,,,Urination Disorders,therapeutic,1909700,,urination disorders
D015080,Mesna,,,Urologic Diseases,therapeutic,2156418,,urologic diseases
D015080,Mesna,MESNA,CHEMBL975,Uterine Cervical Neoplasms,therapeutic,1743553,mesna,uterine cervical neoplasms
D008653,Mesoridazine,,,Bipolar Disorder,therapeutic,2467692,,bipolar disorder
D008653,Mesoridazine,,,Schizophrenia,therapeutic,15285957,,schizophrenia
D008655,Mesterolone,,,Hypopituitarism,therapeutic,15764279,,hypopituitarism
D008656,Mestranol,,,Dysmenorrhea,therapeutic,5700689,,dysmenorrhea
C031649,mesulergine,,,Catalepsy,therapeutic,2250574,,catalepsy
C031649,mesulergine,,,Galactorrhea,therapeutic,6488683,,galactorrhea
C031649,mesulergine,,,Hyperprolactinemia,therapeutic,6488683,,hyperprolactinemia
C031649,mesulergine,,,Menstruation Disturbances,therapeutic,6488683,,menstruation disturbances
C031649,mesulergine,,,Parkinson Disease,therapeutic,6682193,,parkinson disease
C031649,mesulergine,,,"Parkinson Disease, Secondary",therapeutic,21190911,,parkinson disease secondary
C031649,mesulergine,,,Prolactinoma,therapeutic,6488683,,prolactinoma
C527236,metacept-1,,,Leukemia,therapeutic,19148494,,leukemia
D008665,Metalloporphyrins,,,Neoplasms,therapeutic,17112592,,neoplasms
C012419,metanicotine,,,Amnesia,therapeutic,8968367,,amnesia
C012419,metanicotine,,,Hyperalgesia,therapeutic,10551598,,hyperalgesia
C012419,metanicotine,,,Memory Disorders,therapeutic,8968367,,memory disorders
D009921,Metaproterenol,,,Adams-Stokes Syndrome,therapeutic,5639626,,adams stokes syndrome
D009921,Metaproterenol,,,Asthma,therapeutic,3513564,,asthma
D009921,Metaproterenol,,,Atrioventricular Block,therapeutic,5639626,,atrioventricular block
D009921,Metaproterenol,,,Bradycardia,therapeutic,2710809,,bradycardia
D009921,Metaproterenol,,,Emphysema,therapeutic,9788033,,emphysema
D008680,Metaraminol,METARAMINOL,CHEMBL1201319,Hypotension,therapeutic,1039254,metaraminol,hypotension
D008680,Metaraminol,,,Priapism,therapeutic,2426857,,priapism
D008680,Metaraminol,,,"Tachycardia, Paroxysmal",therapeutic,4415385,,tachycardia paroxysmal
D008711,Metergoline,,,Catalepsy,therapeutic,2972934,,catalepsy
D008711,Metergoline,,,"Disruptive, Impulse Control, and Conduct Disorders",therapeutic,8956377,,disruptive impulse control and conduct disorders
D008711,Metergoline,,,Penile Diseases,therapeutic,2872065,,penile diseases
D008711,Metergoline,,,Seizures,therapeutic,10764922,,seizures
D008711,Metergoline,,,Tremor,therapeutic,10762688,,tremor
D008687,Metformin,,,"Abnormalities, Multiple",therapeutic,31541821,,abnormalities multiple
D008687,Metformin,,,"Abortion, Spontaneous",therapeutic,15910403,,abortion spontaneous
D008687,Metformin,,,Acute Kidney Injury,therapeutic,20164825,,acute kidney injury
D008687,Metformin,,,Albuminuria,therapeutic,29380373,,albuminuria
D008687,Metformin,,,Alstrom Syndrome,therapeutic,18038714,,alstrom syndrome
D008687,Metformin,,,Amyloidosis,therapeutic,15983227,,amyloidosis
D008687,Metformin,METFORMIN,CHEMBL1431,Anxiety Disorders,therapeutic,30742852,metformin,anxiety disorders
D008687,Metformin,METFORMIN,CHEMBL1431,Atrophy,therapeutic,20869956,metformin,atrophy
D008687,Metformin,,,Brain Injuries,therapeutic,35414346,,brain injuries
D008687,Metformin,METFORMIN,CHEMBL1431,Carcinoma,therapeutic,22467055,metformin,carcinoma
D008687,Metformin,,,Cardiomegaly,therapeutic,30290168,,cardiomegaly
D008687,Metformin,,,Cardiotoxicity,therapeutic,26818447,,cardiotoxicity
D008687,Metformin,,,Cataract,therapeutic,30958922,,cataract
D008687,Metformin,,,Chemical and Drug Induced Liver Injury,therapeutic,22627169,,chemical and drug induced liver injury
D008687,Metformin,,,Cognition Disorders,therapeutic,24802403,,cognition disorders
D008687,Metformin,METFORMIN,CHEMBL1431,Colonic Neoplasms,therapeutic,22467055,metformin,colonic neoplasms
D008687,Metformin,METFORMIN,CHEMBL1431,Depressive Disorder,therapeutic,30742852,metformin,depressive disorder
D008687,Metformin,,,Diabetes Complications,therapeutic,16380484,,diabetes complications
D008687,Metformin,METFORMIN,CHEMBL1431,"Diabetes, Gestational",therapeutic,23457588,metformin,diabetes gestational
D008687,Metformin,METFORMIN,CHEMBL1431,Diabetes Mellitus,therapeutic,10977010,metformin,diabetes mellitus
D008687,Metformin,METFORMIN,CHEMBL1431,"Diabetes Mellitus, Experimental",therapeutic,19497428,metformin,diabetes mellitus experimental
D008687,Metformin,METFORMIN,CHEMBL1431,"Diabetes Mellitus, Type 2",therapeutic,10095804,metformin,diabetes mellitus type 2
D008687,Metformin,,,Diabetic Angiopathies,therapeutic,16385087,,diabetic angiopathies
D008687,Metformin,,,Diabetic Nephropathies,therapeutic,21457706,,diabetic nephropathies
D008687,Metformin,,,"Disease Models, Animal",therapeutic,32298659,,disease models animal
D008687,Metformin,,,Dyskinesias,therapeutic,32189544,,dyskinesias
D008687,Metformin,,,Dyslipidemias,therapeutic,27270450,,dyslipidemias
D008687,Metformin,,,Endomyocardial Fibrosis,therapeutic,30290168,,endomyocardial fibrosis
D008687,Metformin,METFORMIN,CHEMBL1431,Fatty Liver,therapeutic,25805502,metformin,fatty liver
D008687,Metformin,,,"Fractures, Bone",therapeutic,19594306,,fractures bone
D008687,Metformin,METFORMIN,CHEMBL1431,Glucose Intolerance,therapeutic,31877369,metformin,glucose intolerance
D008687,Metformin,,,Heart Diseases,therapeutic,22666520,,heart diseases
D008687,Metformin,,,Hepatomegaly,therapeutic,36592823,,hepatomegaly
D008687,Metformin,,,Hyperandrogenism,therapeutic,15356085,,hyperandrogenism
D008687,Metformin,METFORMIN,CHEMBL1431,Hypercholesterolemia,therapeutic,27551045,metformin,hypercholesterolemia
D008687,Metformin,,,Hyperglycemia,therapeutic,14984458,,hyperglycemia
D008687,Metformin,,,Hyperinsulinism,therapeutic,18377884,,hyperinsulinism
D008687,Metformin,,,Hyperlipidemias,therapeutic,25108154,,hyperlipidemias
D008687,Metformin,METFORMIN,CHEMBL1431,Hypertension,therapeutic,1900072,metformin,hypertension
D008687,Metformin,,,Hypertriglyceridemia,therapeutic,22627169,,hypertriglyceridemia
D008687,Metformin,METFORMIN,CHEMBL1431,Insulin Resistance,therapeutic,17062894,metformin,insulin resistance
D008687,Metformin,,,Kidney Diseases,therapeutic,20431573,,kidney diseases
D008687,Metformin,,,Learning Disabilities,therapeutic,24802403,,learning disabilities
D008687,Metformin,,,Liver Cirrhosis,therapeutic,31877369,,liver cirrhosis
D008687,Metformin,,,Memory Disorders,therapeutic,24802403,,memory disorders
D008687,Metformin,METFORMIN,CHEMBL1431,Metabolic Diseases,therapeutic,18082302,metformin,metabolic diseases
D008687,Metformin,METFORMIN,CHEMBL1431,Metabolic Syndrome,therapeutic,30256492,metformin,metabolic syndrome
D008687,Metformin,,,Myocardial Infarction,therapeutic,18484962,,myocardial infarction
D008687,Metformin,METFORMIN,CHEMBL1431,Neoplasm Metastasis,therapeutic,26497364,metformin,neoplasm metastasis
D008687,Metformin,METFORMIN,CHEMBL1431,Neoplasms,therapeutic,22246099,metformin,neoplasms
D008687,Metformin,,,Nephrosclerosis,therapeutic,27551045,,nephrosclerosis
D008687,Metformin,METFORMIN,CHEMBL1431,Obesity,therapeutic,20823565,metformin,obesity
D008687,Metformin,METFORMIN,CHEMBL1431,Polycystic Ovary Syndrome,therapeutic,15356085,metformin,polycystic ovary syndrome
D008687,Metformin,,,Prostatic Hyperplasia,therapeutic,26492952,,prostatic hyperplasia
D008687,Metformin,,,Pulmonary Edema,therapeutic,29859833,,pulmonary edema
D008687,Metformin,METFORMIN,CHEMBL1431,Renal Insufficiency,therapeutic,27551045,metformin,renal insufficiency
D008687,Metformin,,,Seizures,therapeutic,24802403,,seizures
D008687,Metformin,,,"Ventricular Dysfunction, Left",therapeutic,24842192,,ventricular dysfunction left
D008687,Metformin,METFORMIN,CHEMBL1431,Weight Gain,therapeutic,27551045,metformin,weight gain
D008687,Metformin,,,Weight Loss,therapeutic,34470562,,weight loss
D016210,Methacholine Chloride,,,Hypersensitivity,therapeutic,11160071,,hypersensitivity
D016210,Methacholine Chloride,,,Ventricular Fibrillation,therapeutic,8509552,,ventricular fibrillation
D008691,Methadone,METHADONE,CHEMBL651,Abdominal Pain,therapeutic,11506132,methadone,abdominal pain
D008691,Methadone,METHADONE,CHEMBL651,Back Pain,therapeutic,16089243,methadone,back pain
D008691,Methadone,,,Cerebrovascular Disorders,therapeutic,12629538,,cerebrovascular disorders
D008691,Methadone,METHADONE,CHEMBL651,Cocaine-Related Disorders,therapeutic,10372794,methadone,cocaine related disorders
D008691,Methadone,METHADONE,CHEMBL651,Heroin Dependence,therapeutic,10768702,methadone,heroin dependence
D008691,Methadone,METHADONE,CHEMBL651,HIV Infections,therapeutic,14556883,methadone,hiv infections
D008691,Methadone,,,Hyperalgesia,therapeutic,17325516,,hyperalgesia
D008691,Methadone,,,Nausea,therapeutic,15972261,,nausea
D008691,Methadone,METHADONE,CHEMBL651,Opioid-Related Disorders,therapeutic,10215673,methadone,opioid related disorders
D008691,Methadone,METHADONE,CHEMBL651,Pain,therapeutic,11303498,methadone,pain
D008691,Methadone,METHADONE,CHEMBL651,"Pain, Postoperative",therapeutic,11782325,methadone,pain postoperative
D008691,Methadone,METHADONE,CHEMBL651,Peripheral Nervous System Diseases,therapeutic,20184918,methadone,peripheral nervous system diseases
D008691,Methadone,,,Postoperative Complications,therapeutic,4069717,,postoperative complications
D008691,Methadone,,,Reflex Sympathetic Dystrophy,therapeutic,11783819,,reflex sympathetic dystrophy
D008691,Methadone,,,Spinal Stenosis,therapeutic,16089243,,spinal stenosis
D008691,Methadone,METHADONE,CHEMBL651,Substance-Related Disorders,therapeutic,10862807,methadone,substance related disorders
D008691,Methadone,,,Substance Withdrawal Syndrome,therapeutic,10993435,,substance withdrawal syndrome
D008692,Methadyl Acetate,,,Cocaine-Related Disorders,therapeutic,16002025,,cocaine related disorders
D008692,Methadyl Acetate,,,Opioid-Related Disorders,therapeutic,10215673,,opioid related disorders
D008692,Methadyl Acetate,,,Pain,therapeutic,7562497,,pain
D008692,Methadyl Acetate,,,Substance-Related Disorders,therapeutic,10862807,,substance related disorders
D008694,Methamphetamine,,,Cocaine-Related Disorders,therapeutic,17071819,,cocaine related disorders
D008694,Methamphetamine,,,Hyperkinesis,therapeutic,3735805,,hyperkinesis
D008694,Methamphetamine,,,Narcolepsy,therapeutic,8341891,,narcolepsy
D008694,Methamphetamine,,,Nervous System Diseases,therapeutic,14999072,,nervous system diseases
C088155,methanandamide,,,Hyperalgesia,therapeutic,18784270,,hyperalgesia
C088155,methanandamide,,,Sialorrhea,therapeutic,32561684,,sialorrhea
C088155,methanandamide,,,Tachycardia,therapeutic,18567834,,tachycardia
C088155,methanandamide,,,Vomiting,therapeutic,32561684,,vomiting
D008696,Methandrostenolone,,,"Anemia, Aplastic",therapeutic,448877,,anemia aplastic
D008696,Methandrostenolone,,,Fanconi Anemia,therapeutic,4117807,,fanconi anemia
D008696,Methandrostenolone,,,Pancytopenia,therapeutic,4117807,,pancytopenia
C036871,methanesulfonamide,,,Neoplasms,therapeutic,25557509,,neoplasms
C491147,methanobactin,,,Liver Diseases,therapeutic,21364284,,liver diseases
C011499,methanol extraction residue (MER) tubercle bacillus fraction,,,Bone Marrow Diseases,therapeutic,6249481,,bone marrow diseases
D008701,Methapyrilene,,,Hypotension,therapeutic,7342285,,hypotension
D008702,Methaqualone,,,Seizures,therapeutic,2296016,,seizures
D008704,Methazolamide,,,Cardiomegaly,therapeutic,17124262,,cardiomegaly
D008704,Methazolamide,METHAZOLAMIDE,CHEMBL19,Glaucoma,therapeutic,4706085,methazolamide,glaucoma
D008704,Methazolamide,METHAZOLAMIDE,CHEMBL19,"Glaucoma, Angle-Closure",therapeutic,7196210,methazolamide,glaucoma angle closure
D008704,Methazolamide,METHAZOLAMIDE,CHEMBL19,Tremor,therapeutic,1921495,methazolamide,tremor
D008710,Methenolone,,,Pancytopenia,therapeutic,9051142,,pancytopenia
D008712,Methicillin,,,Abscess,therapeutic,4419908,,abscess
D008712,Methicillin,,,Acute Kidney Injury,therapeutic,185707,,acute kidney injury
D008712,Methicillin,,,"Arthritis, Infectious",therapeutic,7380775,,arthritis infectious
D008712,Methicillin,,,Bacteremia,therapeutic,1128566,,bacteremia
D008712,Methicillin,,,Cellulitis,therapeutic,4419908,,cellulitis
D008712,Methicillin,,,"Endocarditis, Bacterial",therapeutic,4176988,,endocarditis bacterial
D008712,Methicillin,,,Fever,therapeutic,5124441,,fever
D008712,Methicillin,,,"Nephritis, Interstitial",therapeutic,185707,,nephritis interstitial
D008712,Methicillin,METHICILLIN,CHEMBL575,Osteomyelitis,therapeutic,4176988,methicillin,osteomyelitis
D008712,Methicillin,,,"Pneumonia, Aspiration",therapeutic,5124441,,pneumonia aspiration
D008712,Methicillin,,,"Pneumonia, Staphylococcal",therapeutic,4419908,,pneumonia staphylococcal
D008712,Methicillin,,,Sepsis,therapeutic,4176988,,sepsis
D008712,Methicillin,,,Staphylococcal Infections,therapeutic,1128566,,staphylococcal infections
C005828,methidathion,,,Cattle Diseases,therapeutic,94259,,cattle diseases
C005828,methidathion,,,Lice Infestations,therapeutic,94259,,lice infestations
D008713,Methimazole,,,"Abnormalities, Drug-Induced",therapeutic,11038449,,abnormalities drug induced
D008713,Methimazole,,,Cardiomegaly,therapeutic,1387618,,cardiomegaly
D008713,Methimazole,,,Cardiomyopathies,therapeutic,19577608,,cardiomyopathies
D008713,Methimazole,,,Chemical and Drug Induced Liver Injury,therapeutic,22564261,,chemical and drug induced liver injury
D008713,Methimazole,,,Craniofacial Abnormalities,therapeutic,11038449,,craniofacial abnormalities
D008713,Methimazole,,,Epilepsy,therapeutic,11038449,,epilepsy
D008713,Methimazole,,,Goiter,therapeutic,14723259,,goiter
D008713,Methimazole,METHIMAZOLE,CHEMBL1515,Graves Disease,therapeutic,11038449,methimazole,graves disease
D008713,Methimazole,,,Hypertension,therapeutic,1508961,,hypertension
D008713,Methimazole,METHIMAZOLE,CHEMBL1515,Hyperthyroidism,therapeutic,10544668,methimazole,hyperthyroidism
D008713,Methimazole,,,Liver Diseases,therapeutic,11193444,,liver diseases
D008713,Methimazole,,,"Nails, Malformed",therapeutic,11038449,,nails malformed
D008713,Methimazole,,,Necrosis,therapeutic,14500569,,necrosis
D008713,Methimazole,,,Pancytopenia,therapeutic,11193444,,pancytopenia
D008713,Methimazole,,,Prenatal Exposure Delayed Effects,therapeutic,11038449,,prenatal exposure delayed effects
D008713,Methimazole,,,Renal Insufficiency,therapeutic,1731048,,renal insufficiency
D008713,Methimazole,,,Skin Abnormalities,therapeutic,11038449,,skin abnormalities
D008713,Methimazole,,,Thyrotoxicosis,therapeutic,10999814,,thyrotoxicosis
D008715,Methionine,,,Adenocarcinoma of Lung,therapeutic,38521369,,adenocarcinoma of lung
D008715,Methionine,METHIONINE,CHEMBL42336,"Carcinoma, Hepatocellular",therapeutic,2387015,methionine,carcinoma hepatocellular
D008715,Methionine,,,Chemical and Drug Induced Liver Injury,therapeutic,1676404,,chemical and drug induced liver injury
D008715,Methionine,,,Cocaine-Related Disorders,therapeutic,22438930,,cocaine related disorders
D008715,Methionine,,,Demyelinating Diseases,therapeutic,7527320,,demyelinating diseases
